FID,Shape *,OBJECTID,ID,COMMUNE_IN,COMMUNE,LIEU_IGN,VESTIGES_I,CHRONO_BEG,DATE_START,CHRONO_END,DATE_ENDE,TSlice_1,TSlice_2,TSlice_3,TSlice_4,TSlice_5,TSlice_6,PROTOHISTO,HISTOIRE,AGE_DU_BRO,AGE_DU_FER,GALLO_ROMA,MOYEN_AGE,BRONZE_ANC,BRONZE_FIN,PREMIER_AG,SECOND_AGE,REPUBLIQUE,HAUT_EMPIR,BAS_EMPIRE,HAUT_MOYEN,MOYEN_AG_1,BZ_FINAL_1,BZ_FINAL_2,BZ_FINAL_3,HA_A,HA_B,HA_C,HA_D,LT_A_LT_I,LT_B_LT_II,LT_C__T_II,LT_FINAL,LT_D_LT_IV,EZ_8__Jh_,EZ__7__Jh_,EZ__6__Jh_,EZ__5__Jh_,EZ__4__Jh_,EZ__3__Jh_,RE_2___Jh_,RE_1__Jh_,HE_1__Jh_,HE_2__Jh_,HE_3__Jh_,BE_4__Jh_,BE_5__Jh_,BRF_2A,BRF_2B,BRF_3A,BRF_3B,HA_A1,HA_A2,HA_B1,HA_B2,HA_B3,HA_C1,HA_C2,HA_D1,HA_D2,HA_D3,LT_A1,LT_A2,LT_B1,LT_B2,LT_C1,LT_C2,LT_D1,LT_D2,RE_1__H__2,RE_2__H__2,RE_1__H__1,HE_2__H__1,HE_1__H__1,HE_2__H__2,HE_1__H__2,HE_2__H__3,HE_1__H__3,HE_2__H__4,BE_1__H__4,BE_2__H__4,BE_1__H__5,BE_2__H__5,x,y,DEPARTEMEN,REGION,Siedlungss
81,Point,82,730,26116,Donzère,Ville,thermes,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836087.13,6373168.78,Drôme,Rhône-Alpes,Teil der Siedlung
82,Point,83,743,26116,Donzère,Défilé de Donzère. Les Roches,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835523.08,6375044.91,Drôme,Rhône-Alpes,Nutzungsareal
83,Point,84,753,26116,Donzère,Les Roches,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835481.86,6374875.24,Drôme,Rhône-Alpes,Nutzungsareal
84,Point,85,758,26116,Donzère,Ville,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836087.13,6373168.78,Drôme,Rhône-Alpes,Siedlung
85,Point,86,762,26116,Donzère,Ville (château),habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836133.5,6373262.12,Drôme,Rhône-Alpes,Siedlung
86,Point,87,766,26116,Donzère,Robinet de Donzère,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835453.24,6374837.18,Drôme,Rhône-Alpes,Nutzungsareal
87,Point,88,769,26121,Espeluche,Fihaurie,production alimentaire végétale,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845531.49,6380722.35,Drôme,Rhône-Alpes,Teil der Siedlung
88,Point,89,787,26124,Étoile-sur-Rhône,Les Battendons,agglomération secondaire,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846513.4,6415164.65,Drôme,Rhône-Alpes,Kleinstadt
89,Point,90,792,26124,Étoile-sur-Rhône,Francillon,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851131.28,6417817.25,Drôme,Rhône-Alpes,Nutzungsareal
90,Point,91,801,26131,Eyzahut,Le Jas,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858475.57,6387429.29,Drôme,Rhône-Alpes,Villa
91,Point,92,819,26138,La Garde-Adhémar,Les Vignoules. Faujas,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839186.62,6367245.01,Drôme,Rhône-Alpes,Villa
92,Point,93,821,26138,La Garde-Adhémar,Ravin de la Rouvière,sanctuaire païen,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840650.05,6369159.32,Drôme,Rhône-Alpes,Heiligtum
93,Point,94,826,26138,La Garde-Adhémar,Carrière de la Pessade,carrière de sarcophages. sépulture,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840256.96,6365701.74,Drôme,Rhône-Alpes,Nutzungsareal
94,Point,95,828,26138,La Garde-Adhémar,Gamet (est de la ferme),villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840135.29,6366347.61,Drôme,Rhône-Alpes,Villa
95,Point,96,829,26138,La Garde-Adhémar,Mandin. Gamet (est de la ferme),villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840280.47,6366402.29,Drôme,Rhône-Alpes,Villa
96,Point,97,834,26138,La Garde-Adhémar,Le Péage,habitat,REPUBLIQUE,-120,HAUT-EMPIRE,293,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,838661.19,6367173.84,Drôme,Rhône-Alpes,Siedlung
97,Point,98,836,26138,La Garde-Adhémar,Salvador (au SO d'une ferme),habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842132.7,6366749.13,Drôme,Rhône-Alpes,Siedlung
98,Point,99,837,26138,La Garde-Adhémar,Le Colombier,villa,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841482.44,6366703.68,Drôme,Rhône-Alpes,Villa
99,Point,100,839,26138,La Garde-Adhémar,Chemin du Loup,villa,REPUBLIQUE,-120,BAS-EMPIRE,476,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.3,0.3,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838451.57,6369324.95,Drôme,Rhône-Alpes,Villa
100,Point,101,840,26138,La Garde-Adhémar,Fauconnet,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839516.42,6364418.09,Drôme,Rhône-Alpes,Villa
101,Point,102,845,26138,La Garde-Adhémar,Surel,villa,REPUBLIQUE,-120,HAUT-EMPIRE,293,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,837547.44,6365231.98,Drôme,Rhône-Alpes,Villa
102,Point,103,857,26138,La Garde-Adhémar,Les Marais,habitat,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836997.78,6365265.98,Drôme,Rhône-Alpes,Siedlung
103,Point,104,874,26138,La Garde-Adhémar,Le Colombier,cultuel et religieux,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841240.18,6366849.46,Drôme,Rhône-Alpes,Kult/ Religion
104,Point,105,880,26138,La Garde-Adhémar,Val des Nymphes,sanctuaire païen,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841379.33,6367759.08,Drôme,Rhône-Alpes,Heiligtum
105,Point,106,887,26138,La Garde-Adhémar,Croix de la Graille,carrière,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839988.95,6366102.12,Drôme,Rhône-Alpes,Nutzungsareal
106,Point,107,893,26138,La Garde-Adhémar,Château de Chartroussas,atelier de terre cuite architecturale,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838934.5,6369044.27,Drôme,Rhône-Alpes,Teil der Siedlung
107,Point,108,897,26138,La Garde-Adhémar,Serre du Buis,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842364.77,6367747.32,Drôme,Rhône-Alpes,Nutzungsareal
108,Point,109,909,26144,Génissieux,Saint-Bardoux,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849437.99,6407011,Drôme,Rhône-Alpes,Siedlung
109,Point,110,916,26144,Génissieux,Guerby,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846995.18,6408097.29,Drôme,Rhône-Alpes,Siedlung
110,Point,111,918,26144,Génissieux,Le Prieuré,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851422.64,6406249.18,Drôme,Rhône-Alpes,Villa
111,Point,112,920,26144,Génissieux,Bichet,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849918.1,6405452.38,Drôme,Rhône-Alpes,Siedlung
112,Point,113,921,26144,Génissieux,Combemaure,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850460.41,6399944.14,Drôme,Rhône-Alpes,Siedlung
113,Point,114,922,26145,Les Granges-Gontardes,Nord du Bois des Mattes,villa,REPUBLIQUE,-120,BAS-EMPIRE,476,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839786.68,6374264.6,Drôme,Rhône-Alpes,Villa
114,Point,115,923,26145,Les Granges-Gontardes,Le Billard,villa,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839755.98,6369965.51,Drôme,Rhône-Alpes,Villa
115,Point,116,931,26145,Les Granges-Gontardes,Est du bourg,villa. bains privés,REPUBLIQUE,-120,HAUT-EMPIRE,293,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,840456.89,6370110.59,Drôme,Rhône-Alpes,Villa
116,Point,117,934,26145,Les Granges-Gontardes,Plateau des Echirouzes,villa,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839742.58,6370890.46,Drôme,Rhône-Alpes,Villa
117,Point,118,942,26145,Les Granges-Gontardes,Le Logis de Berre,agglomération secondaire,REPUBLIQUE,-120,BAS-EMPIRE,476,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,838800.36,6369898.77,Drôme,Rhône-Alpes,Kleinstadt
118,Point,119,952,26145,Les Granges-Gontardes,Les Estubiers,sanctuaire païen,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839358.21,6370268.35,Drôme,Rhône-Alpes,Heiligtum
119,Point,120,957,26145,Les Granges-Gontardes,Le Logis de Berre,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838868.41,6370088.28,Drôme,Rhône-Alpes,Nutzungsareal
120,Point,121,968,26146,Grignan,Le Beauregard,oppidum. habitat. enceinte,SECOND AGE DU FER,-500,REPUBLIQUE,-27,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853595.85,6373200.22,Drôme,Rhône-Alpes,Siedlung
121,Point,122,974,26146,Grignan,Le Grand Cordy,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848935.49,6370886.53,Drôme,Rhône-Alpes,Villa
122,Point,123,1002,26157,La Laupie,Les Boulats,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847256.85,6391407.33,Drôme,Rhône-Alpes,Villa
123,Point,124,1013,26165,Livron-sur-Drôme,Les Petits Robins,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843662.01,6413075.33,Drôme,Rhône-Alpes,Villa
124,Point,125,1057,26165,Livron-sur-Drôme,Miraillet,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842354.08,6411874.6,Drôme,Rhône-Alpes,Siedlung
125,Point,126,1092,26166,Loriol-sur-Drôme,Les Crozes. au nord de la D 104,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845130.63,6408074.46,Drôme,Rhône-Alpes,Villa
126,Point,127,1108,26166,Loriol-sur-Drôme,Les Crozes-Quartier Clos Chauvin,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845034.97,6407942.47,Drôme,Rhône-Alpes,Nutzungsareal
127,Point,128,1115,26167,Luc-en-Diois,Pauliane. au nord de la ferme de Pauliane,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892531.38,6396991.27,Drôme,Rhône-Alpes,Villa
128,Point,129,1120,26167,Luc-en-Diois,Bourg,ville,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894557.78,6393603.58,Drôme,Rhône-Alpes,Stadt
129,Point,130,1123,26167,Luc-en-Diois,Dans un enclos. à l'extrémité orientale de Luc. à droite,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894536.27,6393378.76,Drôme,Rhône-Alpes,Villa
